time,station name,number of departures,departure number 1,description departure number 1,departure number 2,description departure number 2,departure number 3,description departure number 3,departure number 4,description departure number 4,departure number 5,description departure number 5,departure number 6,description departure number 6,departure number 7,description departure number 7,departure number 8,description departure number 8,number of arrivals,arrival number 1,description arrival number 1,arrival number 2,description arrival number 2,arrival number 3,description arrival number 3,arrival number 4,description arrival number 4,arrival number 5,description arrival number 5,arrival number 6,description arrival number 6,arrival number 7,description arrival number 7,arrival number 8,description arrival number 8,number of perturbations,perturbation number 1,perturbation number 2,perturbation number 3,perturbation number 4
201905021628,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021631,2 mn,201905021634,5 mn,,,,,,,,,,,,,0,,,,
201905021628,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021634,5 mn,201905021636,7 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare Montparnasse,2,201905021628,A l'arret,201905021644,15 mn,,,,,,,,,,,,,2,201905021629,0 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,8 mn,201905021655,26 mn,,,,,,,,,,,,,0,,,,
201905021628,Montparnasse,2,201905021632,3 mn,201905021647,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Montparnasse 2-Gare Tgv,2,201905021641,12 mn,201905021647,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Strasbourg-Magenta,2,201905021642,13 mn,201905021646,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Armorique-Musee Postal,2,201905021642,13 mn,201905021648,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021629,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,3 mn,201905021638,8 mn,,,,,,,,,,,,,0,,,,
201905021629,Valenciennes,2,201905021630,1 mn,201905021647,18 mn,,,,,,,,,,,,,2,201905021631,1 mn,201905021640,11 mn,,,,,,,,,,,,,0,,,,
201905021629,Gare de l'Est,2,201905021644,15 mn,201905021648,18 mn,,,,,,,,,,,,,2,201905021634,4 mn,201905021643,13 mn,,,,,,,,,,,,,0,,,,
201905021629,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021635,5 mn,201905021644,14 mn,,,,,,,,,,,,,0,,,,
201905021629,Jacques Bonsergent,2,201905021640,10 mn,201905021644,14 mn,,,,,,,,,,,,,2,201905021638,8 mn,201905021647,17 mn,,,,,,,,,,,,,0,,,,
201905021629,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021630,0 mn,201905021640,10 mn,,,,,,,,,,,,,0,,,,
201905021629,Republique,2,201905021637,8 mn,201905021641,12 mn,,,,,,,,,,,,,2,201905021631,2 mn,201905021642,12 mn,,,,,,,,,,,,,0,,,,
201905021629,Jean-Pierre Timbaud,2,201905021635,6 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021633,4 mn,201905021644,14 mn,,,,,,,,,,,,,0,,,,
201905021629,Oberkampf-Filles du Calvaire,2,201905021633,4 mn,201905021637,7 mn,,,,,,,,,,,,,2,201905021635,6 mn,201905021645,16 mn,,,,,,,,,,,,,0,,,,
201905021629,Saint-Claude,2,201905021632,2 mn,201905021635,6 mn,,,,,,,,,,,,,2,201905021629,A l'arret,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021629,Saint-Gilles-Chemin Vert,2,201905021630,0 mn,201905021634,4 mn,,,,,,,,,,,,,2,201905021629,A l'arret,201905021629,A l'arret,,,,,,,,,,,,,0,,,,
201905021629,Bastille-Beaumarchais,2,201905021632,2 mn,201905021632,2 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021629,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021632,3 mn,201905021633,3 mn,,,,,,,,,,,,,0,,,,
201905021629,Lyon-Ledru Rollin,2,201905021634,5 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021629,Gare de Lyon-Diderot,2,201905021630,0 mn,201905021635,6 mn,,,,,,,,,,,,,2,201905021629,0 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021629,Quai de la Rapee,2,201905021634,4 mn,201905021642,13 mn,,,,,,,,,,,,,2,201905021631,1 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021629,Gare d'Austerlitz,2,201905021629,A l'arret,201905021637,8 mn,,,,,,,,,,,,,2,201905021630,1 mn,201905021634,4 mn,,,,,,,,,,,,,0,,,,
201905021629,Saint-Marcel-La Pitie,2,201905021635,5 mn,201905021643,13 mn,,,,,,,,,,,,,2,201905021634,5 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021629,Saint-Marcel-Jeanne d'Arc,2,201905021633,3 mn,201905021641,11 mn,,,,,,,,,,,,,2,201905021637,8 mn,201905021639,9 mn,,,,,,,,,,,,,0,,,,
201905021629,Les Gobelins,2,201905021631,1 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021631,1 mn,201905021640,10 mn,,,,,,,,,,,,,0,,,,
201905021629,Port Royal-Berthollet,2,201905021635,6 mn,201905021642,13 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021634,4 mn,,,,,,,,,,,,,0,,,,
201905021629,Port Royal-Saint Jacques,2,201905021633,3 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021632,3 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021629,Observatoire-Port Royal,2,201905021631,2 mn,201905021638,8 mn,,,,,,,,,,,,,2,201905021633,4 mn,201905021637,8 mn,,,,,,,,,,,,,0,,,,
201905021629,Campagne Premiere,2,201905021630,0 mn,201905021637,7 mn,,,,,,,,,,,,,2,201905021630,1 mn,201905021635,5 mn,,,,,,,,,,,,,0,,,,
201905021629,Vavin,2,201905021634,5 mn,201905021650,20 mn,,,,,,,,,,,,,2,201905021629,0 mn,201905021632,2 mn,,,,,,,,,,,,,0,,,,
201905021629,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021631,1 mn,201905021634,4 mn,,,,,,,,,,,,,0,,,,
201905021629,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021634,4 mn,201905021636,7 mn,,,,,,,,,,,,,0,,,,
201905021629,Gare Montparnasse,2,201905021644,14 mn,201905021649,20 mn,,,,,,,,,,,,,2,201905021629,0 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021629,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,7 mn,201905021655,25 mn,,,,,,,,,,,,,0,,,,
201905021629,Montparnasse,2,201905021632,3 mn,201905021647,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021629,Montparnasse 2-Gare Tgv,2,201905021641,11 mn,201905021647,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021629,Strasbourg-Magenta,2,201905021642,12 mn,201905021646,16 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021629,Armorique-Musee Postal,2,201905021642,12 mn,201905021648,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021629,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,2 mn,201905021638,8 mn,,,,,,,,,,,,,0,,,,
201905021629,Valenciennes,2,201905021631,1 mn,201905021648,18 mn,,,,,,,,,,,,,2,201905021629,A l'arret,201905021640,10 mn,,,,,,,,,,,,,0,,,,
201905021629,Gare de l'Est,2,201905021645,15 mn,201905021648,18 mn,,,,,,,,,,,,,2,201905021633,3 mn,201905021643,13 mn,,,,,,,,,,,,,0,,,,
201905021629,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021634,4 mn,201905021644,14 mn,,,,,,,,,,,,,0,,,,
201905021630,Jacques Bonsergent,2,201905021640,10 mn,201905021644,14 mn,,,,,,,,,,,,,2,201905021637,7 mn,201905021647,17 mn,,,,,,,,,,,,,0,,,,
201905021630,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021640,10 mn,201905021649,19 mn,,,,,,,,,,,,,0,,,,
201905021630,Republique,2,201905021638,8 mn,201905021641,11 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021641,11 mn,,,,,,,,,,,,,0,,,,
201905021630,Jean-Pierre Timbaud,2,201905021635,5 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021633,3 mn,201905021644,14 mn,,,,,,,,,,,,,0,,,,
201905021630,Oberkampf-Filles du Calvaire,2,201905021634,4 mn,201905021637,7 mn,,,,,,,,,,,,,2,201905021634,4 mn,201905021644,14 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Claude,2,201905021632,2 mn,201905021636,6 mn,,,,,,,,,,,,,2,201905021636,6 mn,201905021646,16 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Gilles-Chemin Vert,2,201905021631,1 mn,201905021634,4 mn,,,,,,,,,,,,,2,201905021630,A l'arret,201905021630,0 mn,,,,,,,,,,,,,0,,,,
201905021630,Bastille-Beaumarchais,2,201905021632,2 mn,201905021632,2 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021630,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021633,3 mn,201905021634,4 mn,,,,,,,,,,,,,0,,,,
201905021630,Lyon-Ledru Rollin,2,201905021634,4 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021635,5 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare de Lyon-Diderot,2,201905021630,A l'arret,201905021635,5 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021636,6 mn,,,,,,,,,,,,,0,,,,
201905021630,Quai de la Rapee,2,201905021634,4 mn,201905021641,11 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare d'Austerlitz,2,201905021630,A l'arret,201905021636,6 mn,,,,,,,,,,,,,2,201905021630,A l'arret,201905021635,5 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Marcel-La Pitie,2,201905021635,5 mn,201905021643,13 mn,,,,,,,,,,,,,2,201905021634,4 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Marcel-Jeanne d'Arc,2,201905021633,3 mn,201905021641,11 mn,,,,,,,,,,,,,2,201905021637,7 mn,201905021639,9 mn,,,,,,,,,,,,,0,,,,
201905021630,Les Gobelins,2,201905021631,1 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021631,1 mn,201905021640,10 mn,,,,,,,,,,,,,0,,,,
201905021630,Port Royal-Berthollet,2,201905021634,4 mn,201905021642,12 mn,,,,,,,,,,,,,2,201905021630,A l'arret,201905021634,4 mn,,,,,,,,,,,,,0,,,,
201905021630,Port Royal-Saint Jacques,2,201905021633,3 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Observatoire-Port Royal,2,201905021630,0 mn,201905021638,8 mn,,,,,,,,,,,,,2,201905021633,3 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Campagne Premiere,2,201905021630,0 mn,201905021637,7 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021635,5 mn,,,,,,,,,,,,,0,,,,
201905021630,Vavin,2,201905021634,4 mn,201905021650,20 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021632,2 mn,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021631,1 mn,201905021634,4 mn,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021633,3 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare Montparnasse,2,201905021644,14 mn,201905021649,19 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021635,5 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,7 mn,201905021655,25 mn,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse,2,201905021632,2 mn,201905021647,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse 2-Gare Tgv,2,201905021641,10 mn,201905021647,16 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021630,Strasbourg-Magenta,2,201905021643,13 mn,201905021646,16 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021630,Armorique-Musee Postal,2,201905021642,12 mn,201905021648,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021630,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,1 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Valenciennes,2,201905021631,0 mn,201905021648,17 mn,,,,,,,,,,,,,2,201905021630,A l'arret,201905021640,10 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare de l'Est,2,201905021644,14 mn,201905021648,17 mn,,,,,,,,,,,,,2,201905021634,3 mn,201905021643,12 mn,,,,,,,,,,,,,0,,,,
201905021630,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021634,3 mn,201905021644,14 mn,,,,,,,,,,,,,0,,,,
201905021630,Jacques Bonsergent,2,201905021640,10 mn,201905021644,13 mn,,,,,,,,,,,,,2,201905021637,6 mn,201905021647,17 mn,,,,,,,,,,,,,0,,,,
201905021630,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021639,8 mn,201905021649,19 mn,,,,,,,,,,,,,0,,,,
201905021630,Republique,2,201905021637,7 mn,201905021641,11 mn,,,,,,,,,,,,,2,201905021631,1 mn,201905021642,11 mn,,,,,,,,,,,,,0,,,,
201905021630,Jean-Pierre Timbaud,2,201905021636,5 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021643,12 mn,,,,,,,,,,,,,0,,,,
201905021630,Oberkampf-Filles du Calvaire,2,201905021634,3 mn,201905021637,7 mn,,,,,,,,,,,,,2,201905021634,4 mn,201905021644,14 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Claude,2,201905021632,2 mn,201905021636,5 mn,,,,,,,,,,,,,2,201905021636,5 mn,201905021646,16 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Gilles-Chemin Vert,2,201905021631,0 mn,201905021634,3 mn,,,,,,,,,,,,,2,201905021630,A l'arret,201905021630,0 mn,,,,,,,,,,,,,0,,,,
201905021630,Bastille-Beaumarchais,2,201905021632,1 mn,201905021632,1 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021630,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021633,2 mn,201905021634,3 mn,,,,,,,,,,,,,0,,,,
201905021630,Lyon-Ledru Rollin,2,201905021635,4 mn,201905021639,8 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021636,5 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare de Lyon-Diderot,2,201905021630,0 mn,201905021635,5 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021635,5 mn,,,,,,,,,,,,,0,,,,
201905021630,Quai de la Rapee,2,201905021634,3 mn,201905021642,12 mn,,,,,,,,,,,,,2,201905021631,0 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare d'Austerlitz,2,201905021630,A l'arret,201905021637,7 mn,,,,,,,,,,,,,2,201905021630,0 mn,201905021634,3 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Marcel-La Pitie,2,201905021634,3 mn,201905021641,11 mn,,,,,,,,,,,,,2,201905021634,3 mn,201905021638,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Saint-Marcel-Jeanne d'Arc,2,201905021631,1 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021637,6 mn,201905021640,9 mn,,,,,,,,,,,,,0,,,,
201905021630,Les Gobelins,2,201905021631,0 mn,201905021639,8 mn,,,,,,,,,,,,,2,201905021631,0 mn,201905021640,9 mn,,,,,,,,,,,,,0,,,,
201905021630,Port Royal-Berthollet,2,201905021634,4 mn,201905021642,12 mn,,,,,,,,,,,,,2,201905021630,A l'arret,201905021634,3 mn,,,,,,,,,,,,,0,,,,
201905021630,Port Royal-Saint Jacques,2,201905021633,2 mn,201905021639,9 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021630,Observatoire-Port Royal,2,201905021631,1 mn,201905021638,7 mn,,,,,,,,,,,,,2,201905021633,3 mn,201905021637,7 mn,,,,,,,,,,,,,0,,,,
201905021630,Campagne Premiere,2,201905021630,0 mn,201905021637,6 mn,,,,,,,,,,,,,2,201905021635,4 mn,201905021639,9 mn,,,,,,,,,,,,,0,,,,
201905021630,Vavin,2,201905021635,4 mn,201905021650,19 mn,,,,,,,,,,,,,2,201905021632,2 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021631,0 mn,201905021634,3 mn,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021633,2 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare Montparnasse,2,201905021644,13 mn,201905021649,19 mn,,,,,,,,,,,,,2,201905021635,4 mn,201905021638,8 mn,,,,,,,,,,,,,0,,,,
201905021630,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,6 mn,201905021655,25 mn,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse,2,201905021632,2 mn,201905021647,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021630,Montparnasse 2-Gare Tgv,2,201905021641,10 mn,201905021647,16 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021630,Strasbourg-Magenta,2,201905021642,11 mn,201905021646,15 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021630,Armorique-Musee Postal,2,201905021642,11 mn,201905021648,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021631,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,1 mn,201905021638,7 mn,,,,,,,,,,,,,0,,,,
201905021631,Valenciennes,2,201905021631,A l'arret,201905021647,16 mn,,,,,,,,,,,,,2,201905021640,9 mn,201905021700,29 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare de l'Est,2,201905021644,13 mn,201905021650,19 mn,,,,,,,,,,,,,2,201905021633,2 mn,201905021643,12 mn,,,,,,,,,,,,,0,,,,
201905021631,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021634,3 mn,201905021644,13 mn,,,,,,,,,,,,,0,,,,
201905021631,Jacques Bonsergent,2,201905021640,9 mn,201905021646,15 mn,,,,,,,,,,,,,2,201905021637,6 mn,201905021647,16 mn,,,,,,,,,,,,,0,,,,
201905021631,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021639,8 mn,201905021649,18 mn,,,,,,,,,,,,,0,,,,
201905021631,Republique,2,201905021637,6 mn,201905021643,12 mn,,,,,,,,,,,,,2,201905021631,A l'arret,201905021641,10 mn,,,,,,,,,,,,,0,,,,
201905021631,Jean-Pierre Timbaud,2,201905021635,4 mn,201905021641,10 mn,,,,,,,,,,,,,2,201905021633,2 mn,201905021643,12 mn,,,,,,,,,,,,,0,,,,
201905021631,Oberkampf-Filles du Calvaire,2,201905021633,2 mn,201905021639,8 mn,,,,,,,,,,,,,2,201905021634,3 mn,201905021645,14 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Claude,2,201905021632,1 mn,201905021637,6 mn,,,,,,,,,,,,,2,201905021636,5 mn,201905021646,15 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Gilles-Chemin Vert,2,201905021631,A l'arret,201905021636,5 mn,,,,,,,,,,,,,2,201905021631,A l'arret,201905021631,0 mn,,,,,,,,,,,,,0,,,,
201905021631,Bastille-Beaumarchais,2,201905021633,2 mn,201905021634,3 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021631,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021634,3 mn,201905021635,3 mn,,,,,,,,,,,,,0,,,,
201905021631,Lyon-Ledru Rollin,2,201905021631,A l'arret,201905021635,4 mn,,,,,,,,,,,,,2,201905021632,1 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare de Lyon-Diderot,2,201905021631,A l'arret,201905021637,6 mn,,,,,,,,,,,,,2,201905021631,A l'arret,201905021636,5 mn,,,,,,,,,,,,,0,,,,
201905021631,Quai de la Rapee,2,201905021635,4 mn,201905021641,10 mn,,,,,,,,,,,,,2,201905021632,1 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare d'Austerlitz,2,201905021636,5 mn,201905021644,13 mn,,,,,,,,,,,,,2,201905021635,4 mn,201905021640,9 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Marcel-La Pitie,2,201905021634,3 mn,201905021642,11 mn,,,,,,,,,,,,,2,201905021634,3 mn,201905021638,7 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Marcel-Jeanne d'Arc,2,201905021632,1 mn,201905021640,9 mn,,,,,,,,,,,,,2,201905021637,6 mn,201905021641,10 mn,,,,,,,,,,,,,0,,,,
201905021631,Les Gobelins,2,201905021631,A l'arret,201905021638,7 mn,,,,,,,,,,,,,2,201905021631,A l'arret,201905021639,8 mn,,,,,,,,,,,,,0,,,,
201905021631,Port Royal-Berthollet,2,201905021635,4 mn,201905021641,10 mn,,,,,,,,,,,,,2,201905021633,2 mn,201905021642,11 mn,,,,,,,,,,,,,0,,,,
201905021631,Port Royal-Saint Jacques,2,201905021632,1 mn,201905021638,7 mn,,,,,,,,,,,,,2,201905021633,2 mn,201905021635,4 mn,,,,,,,,,,,,,0,,,,
201905021631,Observatoire-Port Royal,2,201905021631,A l'arret,201905021637,6 mn,,,,,,,,,,,,,2,201905021634,2 mn,201905021636,5 mn,,,,,,,,,,,,,0,,,,
201905021631,Campagne Premiere,2,201905021636,5 mn,201905021652,21 mn,,,,,,,,,,,,,2,201905021635,4 mn,201905021638,7 mn,,,,,,,,,,,,,0,,,,
201905021631,Vavin,2,201905021633,2 mn,201905021650,19 mn,,,,,,,,,,,,,2,201905021632,1 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021631,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021631,0 mn,201905021633,2 mn,,,,,,,,,,,,,0,,,,
201905021631,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021634,3 mn,201905021636,5 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare Montparnasse,2,201905021644,13 mn,201905021649,18 mn,,,,,,,,,,,,,2,201905021635,4 mn,201905021638,7 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,6 mn,201905021657,26 mn,,,,,,,,,,,,,0,,,,
201905021631,Montparnasse,2,201905021631,0 mn,201905021647,16 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021631,Montparnasse 2-Gare Tgv,2,201905021641,9 mn,201905021647,15 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021631,Strasbourg-Magenta,2,201905021642,11 mn,201905021648,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021631,Armorique-Musee Postal,2,201905021642,11 mn,201905021648,17 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021631,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,1 mn,201905021638,6 mn,,,,,,,,,,,,,0,,,,
201905021631,Valenciennes,2,201905021631,A l'arret,201905021647,16 mn,,,,,,,,,,,,,2,201905021640,9 mn,201905021700,28 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare de l'Est,2,201905021644,13 mn,201905021650,18 mn,,,,,,,,,,,,,2,201905021633,1 mn,201905021643,11 mn,,,,,,,,,,,,,0,,,,
201905021631,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021634,3 mn,201905021644,13 mn,,,,,,,,,,,,,0,,,,
201905021631,Jacques Bonsergent,2,201905021640,8 mn,201905021646,14 mn,,,,,,,,,,,,,2,201905021637,6 mn,201905021647,16 mn,,,,,,,,,,,,,0,,,,
201905021631,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021639,7 mn,201905021649,17 mn,,,,,,,,,,,,,0,,,,
201905021631,Republique,2,201905021637,6 mn,201905021643,12 mn,,,,,,,,,,,,,2,201905021641,9 mn,201905021651,19 mn,,,,,,,,,,,,,0,,,,
201905021631,Jean-Pierre Timbaud,2,201905021635,3 mn,201905021641,9 mn,,,,,,,,,,,,,2,201905021633,1 mn,201905021643,11 mn,,,,,,,,,,,,,0,,,,
201905021631,Oberkampf-Filles du Calvaire,2,201905021633,1 mn,201905021639,7 mn,,,,,,,,,,,,,2,201905021634,3 mn,201905021645,13 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Claude,2,201905021632,0 mn,201905021637,6 mn,,,,,,,,,,,,,2,201905021636,4 mn,201905021646,15 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Gilles-Chemin Vert,2,201905021631,A l'arret,201905021636,4 mn,,,,,,,,,,,,,2,201905021631,A l'arret,201905021631,0 mn,,,,,,,,,,,,,0,,,,
201905021631,Bastille-Beaumarchais,2,201905021633,2 mn,201905021634,2 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021631,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021634,3 mn,201905021635,3 mn,,,,,,,,,,,,,0,,,,
201905021631,Lyon-Ledru Rollin,2,201905021631,A l'arret,201905021635,4 mn,,,,,,,,,,,,,2,201905021632,1 mn,201905021637,6 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare de Lyon-Diderot,2,201905021631,A l'arret,201905021637,5 mn,,,,,,,,,,,,,2,201905021631,A l'arret,201905021636,4 mn,,,,,,,,,,,,,0,,,,
201905021631,Quai de la Rapee,2,201905021635,4 mn,201905021641,10 mn,,,,,,,,,,,,,2,201905021632,1 mn,201905021637,5 mn,,,,,,,,,,,,,0,,,,
201905021631,Gare d'Austerlitz,2,201905021636,4 mn,201905021644,13 mn,,,,,,,,,,,,,2,201905021635,4 mn,201905021640,8 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Marcel-La Pitie,2,201905021634,2 mn,201905021642,11 mn,,,,,,,,,,,,,2,201905021634,2 mn,201905021638,7 mn,,,,,,,,,,,,,0,,,,
201905021631,Saint-Marcel-Jeanne d'Arc,2,201905021632,0 mn,201905021640,8 mn,,,,,,,,,,,,,2,201905021637,5 mn,201905021641,9 mn,,,,,,,,,,,,,0,,,,
